year,reporter,partner,commodity_code,section_code,trade_value_usd_exp,trade_value_usd_imp
2019,Argentina,Mexico,482190,10,0,14990
2020,Argentina,Mexico,482190,10,0,12189
2017,Argentina,Mexico,482320,10,1499,348
2018,Argentina,Mexico,482320,10,0,433
2019,Argentina,Mexico,482320,10,0,267
2017,Argentina,Mexico,482340,10,35,0
2019,Argentina,Mexico,482340,10,0,564
2020,Argentina,Mexico,482340,10,0,259
2018,Argentina,Mexico,482370,10,0,13760
2017,Argentina,Mexico,482390,10,247739,108135
2018,Argentina,Mexico,482390,10,266179,182060
2019,Argentina,Mexico,482390,10,223907,547791
2020,Argentina,Mexico,482390,10,86198,71058
2017,Argentina,Mexico,490191,10,9892,1812
2018,Argentina,Mexico,490191,10,37240,9862
2019,Argentina,Mexico,490191,10,3803,2911
2017,Argentina,Mexico,490199,10,1583212,1107045
2018,Argentina,Mexico,490199,10,2960263,2010931
2019,Argentina,Mexico,490199,10,4004668,1924840
2020,Argentina,Mexico,490199,10,1084490,885040
2017,Argentina,Mexico,490290,10,2204,4291
2018,Argentina,Mexico,490290,10,1618,4517
2019,Argentina,Mexico,490290,10,0,108869
2020,Argentina,Mexico,490290,10,0,24592
2017,Argentina,Mexico,490300,10,8926,6545
2018,Argentina,Mexico,490300,10,0,1527
2019,Argentina,Mexico,490300,10,6372,5747
2020,Argentina,Mexico,490300,10,0,32
2017,Argentina,Mexico,490400,10,8317,0
2017,Argentina,Mexico,490591,10,945,0
2018,Argentina,Mexico,490591,10,0,1858
2017,Argentina,Mexico,490700,10,0,278
2018,Argentina,Mexico,490700,10,0,550
2017,Argentina,Mexico,490890,10,26,1504
2018,Argentina,Mexico,490890,10,0,66
2019,Argentina,Mexico,490890,10,286,2826
2020,Argentina,Mexico,490890,10,0,1996
2020,Argentina,Mexico,490900,10,0,20
2017,Argentina,Mexico,491000,10,738,0
2018,Argentina,Mexico,491000,10,0,969
2019,Argentina,Mexico,491000,10,0,147
2017,Argentina,Mexico,491110,10,837571,229978
2018,Argentina,Mexico,491110,10,1311751,108468
2019,Argentina,Mexico,491110,10,334310,52521
2020,Argentina,Mexico,491110,10,12892,6480
2017,Argentina,Mexico,491191,10,362468,3208
2018,Argentina,Mexico,491191,10,405587,29885
2019,Argentina,Mexico,491191,10,0,12935
2017,Argentina,Mexico,491199,10,63327,300883
2018,Argentina,Mexico,491199,10,909893,335794
2019,Argentina,Mexico,491199,10,70244,462843
2020,Argentina,Mexico,491199,10,3706,168348
2017,Argentina,Mexico,510121,11,418308,0
2017,Argentina,Mexico,510310,11,1079444,0
2017,Argentina,Mexico,510320,11,222225,0
2017,Argentina,Mexico,510529,11,7859272,0
2018,Argentina,Mexico,510529,11,12676949,0
2019,Argentina,Mexico,510529,11,13342918,0
2020,Argentina,Mexico,510529,11,1497675,0
2017,Argentina,Mexico,511111,11,0,3850
2018,Argentina,Mexico,511111,11,0,3742
2019,Argentina,Mexico,511111,11,0,1871
2020,Argentina,Mexico,511111,11,0,4937
2017,Argentina,Mexico,511119,11,0,13298
2019,Argentina,Mexico,511119,11,0,4375
2017,Argentina,Mexico,511130,11,0,9874
2019,Argentina,Mexico,511130,11,0,11567
2019,Argentina,Mexico,520420,11,0,16
2020,Argentina,Mexico,520420,11,0,81
2017,Argentina,Mexico,520532,11,16339,0
2019,Argentina,Mexico,520532,11,0,81974
2020,Argentina,Mexico,520532,11,0,7394
2017,Argentina,Mexico,520710,11,1620,0
2017,Argentina,Mexico,521139,11,0,14127
2018,Argentina,Mexico,521139,11,0,41937
2019,Argentina,Mexico,521139,11,0,52343
2020,Argentina,Mexico,521139,11,0,40209
2018,Argentina,Mexico,540110,11,0,5026
2020,Argentina,Mexico,540211,11,0,7705
2018,Argentina,Mexico,540233,11,0,2875045
2019,Argentina,Mexico,540233,11,0,243984
2020,Argentina,Mexico,540233,11,0,26524
2020,Argentina,Mexico,540234,11,0,11737
2017,Argentina,Mexico,540245,11,0,48914
2017,Argentina,Mexico,540419,11,0,9725
2017,Argentina,Mexico,540710,11,246310,12248
2018,Argentina,Mexico,540710,11,0,12650
2017,Argentina,Mexico,540751,11,0,7268
2018,Argentina,Mexico,540751,11,0,27211
2019,Argentina,Mexico,540751,11,0,20590
2020,Argentina,Mexico,540751,11,0,24565
2017,Argentina,Mexico,540752,11,0,7268
2018,Argentina,Mexico,540752,11,0,11871
2019,Argentina,Mexico,540752,11,0,9177
2020,Argentina,Mexico,540752,11,0,11529
2020,Argentina,Mexico,540773,11,0,32285
2017,Argentina,Mexico,550130,11,0,163018
2018,Argentina,Mexico,550130,11,0,43844
2020,Argentina,Mexico,550130,11,0,33873
2017,Argentina,Mexico,550190,11,1,0
2017,Argentina,Mexico,550200,11,255041,15248282
2018,Argentina,Mexico,550200,11,0,14308106
2019,Argentina,Mexico,550200,11,0,10690035
2020,Argentina,Mexico,550200,11,0,1736632
2017,Argentina,Mexico,550320,11,0,74642
2020,Argentina,Mexico,550330,11,0,36269
2019,Argentina,Mexico,550630,11,0,90110
2017,Argentina,Mexico,550912,11,0,1389078
2018,Argentina,Mexico,550912,11,0,1352809
2019,Argentina,Mexico,550912,11,0,397805
2020,Argentina,Mexico,550912,11,0,560945
2017,Argentina,Mexico,551110,11,20033,0
2017,Argentina,Mexico,551120,11,4419,0
2017,Argentina,Mexico,551299,11,15242,983369
2018,Argentina,Mexico,551299,11,0,1469678
2019,Argentina,Mexico,551299,11,0,1811502
2020,Argentina,Mexico,551299,11,0,1225620
2017,Argentina,Mexico,551512,11,2616,0
2017,Argentina,Mexico,560122,11,0,3293574
2018,Argentina,Mexico,560122,11,0,3735591
2019,Argentina,Mexico,560122,11,0,4756512
2020,Argentina,Mexico,560122,11,0,3828949
2017,Argentina,Mexico,560130,11,0,130816
2018,Argentina,Mexico,560130,11,0,78006
2019,Argentina,Mexico,560130,11,0,96145
2020,Argentina,Mexico,560130,11,0,125171
2019,Argentina,Mexico,560210,11,0,7322
2017,Argentina,Mexico,560312,11,0,7999
2018,Argentina,Mexico,560312,11,0,14230
2019,Argentina,Mexico,560312,11,0,23797
2020,Argentina,Mexico,560312,11,0,10750
2017,Argentina,Mexico,560313,11,16374,162722
2018,Argentina,Mexico,560313,11,0,191036
2019,Argentina,Mexico,560313,11,0,219520
2020,Argentina,Mexico,560313,11,0,188180
2017,Argentina,Mexico,560314,11,0,2088
2019,Argentina,Mexico,560314,11,0,15329
2020,Argentina,Mexico,560314,11,0,33023
2017,Argentina,Mexico,560391,11,17100,0
2017,Argentina,Mexico,560393,11,0,219439
2018,Argentina,Mexico,560393,11,0,58182
2019,Argentina,Mexico,560393,11,0,119811
2020,Argentina,Mexico,560393,11,0,9309
2017,Argentina,Mexico,560394,11,0,433
2017,Argentina,Mexico,560500,11,0,22851
2018,Argentina,Mexico,560749,11,0,30180
2018,Argentina,Mexico,560750,11,0,132
2020,Argentina,Mexico,560750,11,0,2974
2017,Argentina,Mexico,560819,11,0,17
2018,Argentina,Mexico,560819,11,0,728
2019,Argentina,Mexico,560819,11,0,1123
2020,Argentina,Mexico,560819,11,0,316
2017,Argentina,Mexico,560900,11,0,103679
2018,Argentina,Mexico,560900,11,0,252
2019,Argentina,Mexico,560900,11,0,176
2020,Argentina,Mexico,560900,11,0,143
2017,Argentina,Mexico,570110,11,937,0
2019,Argentina,Mexico,570292,11,0,737
2017,Argentina,Mexico,570500,11,39,0
2017,Argentina,Mexico,580632,11,0,31
2017,Argentina,Mexico,580810,11,0,145
2018,Argentina,Mexico,590190,11,0,26
2019,Argentina,Mexico,590190,11,0,524
2017,Argentina,Mexico,590210,11,21804,0
2017,Argentina,Mexico,590220,11,0,2439446
2018,Argentina,Mexico,590220,11,0,1007163
2019,Argentina,Mexico,590220,11,0,178302
2017,Argentina,Mexico,590320,11,0,5787
2018,Argentina,Mexico,590320,11,0,16823
2019,Argentina,Mexico,590320,11,0,7494
2020,Argentina,Mexico,590320,11,0,61964
2017,Argentina,Mexico,590390,11,0,576927
2018,Argentina,Mexico,590390,11,0,135663
2020,Argentina,Mexico,590390,11,0,28880
2017,Argentina,Mexico,590900,11,0,30
2018,Argentina,Mexico,590900,11,0,123
2020,Argentina,Mexico,590900,11,0,139
2017,Argentina,Mexico,591000,11,5231,2367
2018,Argentina,Mexico,591000,11,29813,14
2019,Argentina,Mexico,591000,11,18962,21
2020,Argentina,Mexico,591110,11,0,10
2017,Argentina,Mexico,591120,11,16420,11990
2017,Argentina,Mexico,591131,11,53733,0
2017,Argentina,Mexico,591132,11,212237,186029
2018,Argentina,Mexico,591132,11,0,144589
2019,Argentina,Mexico,591132,11,0,140336
2020,Argentina,Mexico,591132,11,0,96365
2017,Argentina,Mexico,591190,11,5482,105913
2018,Argentina,Mexico,591190,11,4647,57427
2019,Argentina,Mexico,591190,11,0,29307
2020,Argentina,Mexico,591190,11,0,34659
2017,Argentina,Mexico,600531,11,0,4212
2017,Argentina,Mexico,600532,11,0,18534
2017,Argentina,Mexico,600631,11,0,2098
2018,Argentina,Mexico,600631,11,0,6127
2019,Argentina,Mexico,600631,11,0,3023
2020,Argentina,Mexico,600631,11,0,9162
2017,Argentina,Mexico,600632,11,0,25373
2018,Argentina,Mexico,600632,11,0,6140
2019,Argentina,Mexico,600632,11,0,6871
2017,Argentina,Mexico,610130,11,42522,3347
2019,Argentina,Mexico,610130,11,0,15339
2020,Argentina,Mexico,610130,11,0,111
2017,Argentina,Mexico,610220,11,8520,0
2019,Argentina,Mexico,610220,11,0,2190
2017,Argentina,Mexico,610230,11,517,6021
2018,Argentina,Mexico,610230,11,0,5943
2019,Argentina,Mexico,610230,11,0,7586
2017,Argentina,Mexico,610342,11,0,393
2018,Argentina,Mexico,610342,11,0,3203
2019,Argentina,Mexico,610342,11,0,4929
2020,Argentina,Mexico,610342,11,0,918
2017,Argentina,Mexico,610343,11,0,15522
2018,Argentina,Mexico,610343,11,0,16123
2019,Argentina,Mexico,610343,11,0,31962
2020,Argentina,Mexico,610343,11,0,7207
2018,Argentina,Mexico,610433,11,0,2279
2020,Argentina,Mexico,610433,11,0,1318
2017,Argentina,Mexico,610442,11,0,3916
2018,Argentina,Mexico,610442,11,0,427
2019,Argentina,Mexico,610442,11,0,422
2020,Argentina,Mexico,610442,11,0,328
2017,Argentina,Mexico,610443,11,0,4421
2018,Argentina,Mexico,610443,11,0,4305
2019,Argentina,Mexico,610443,11,0,1900
2020,Argentina,Mexico,610443,11,0,1885
2018,Argentina,Mexico,610444,11,0,982
2017,Argentina,Mexico,610453,11,0,1372
2018,Argentina,Mexico,610453,11,0,802
2018,Argentina,Mexico,610459,11,0,1068
2017,Argentina,Mexico,610462,11,0,999
2018,Argentina,Mexico,610462,11,0,9225
2019,Argentina,Mexico,610462,11,0,7302
2020,Argentina,Mexico,610462,11,0,1218
2017,Argentina,Mexico,610463,11,0,51898
2018,Argentina,Mexico,610463,11,0,129439
2019,Argentina,Mexico,610463,11,0,96941
2020,Argentina,Mexico,610463,11,0,42934
2018,Argentina,Mexico,610469,11,0,1892
2017,Argentina,Mexico,610510,11,0,3478
2018,Argentina,Mexico,610510,11,0,2309
2019,Argentina,Mexico,610510,11,0,6936
2020,Argentina,Mexico,610510,11,0,15352
2017,Argentina,Mexico,610520,11,19800,1045
2018,Argentina,Mexico,610520,11,0,8238
2019,Argentina,Mexico,610520,11,0,10629
2020,Argentina,Mexico,610520,11,0,332
2017,Argentina,Mexico,610610,11,5741,0
2019,Argentina,Mexico,610610,11,0,1839
2017,Argentina,Mexico,610620,11,23864,4693
2018,Argentina,Mexico,610620,11,0,19561
2019,Argentina,Mexico,610620,11,0,19393
2020,Argentina,Mexico,610620,11,0,3599
2018,Argentina,Mexico,610711,11,0,3717
2017,Argentina,Mexico,610712,11,0,662
2018,Argentina,Mexico,610712,11,0,3015
2019,Argentina,Mexico,610712,11,0,4375
2017,Argentina,Mexico,610811,11,148,0
2017,Argentina,Mexico,610821,11,0,3254
2018,Argentina,Mexico,610821,11,0,14543
2019,Argentina,Mexico,610821,11,0,4377
2020,Argentina,Mexico,610821,11,0,2302
2017,Argentina,Mexico,610822,11,0,1872
2018,Argentina,Mexico,610822,11,0,22487
2019,Argentina,Mexico,610822,11,0,6124
2020,Argentina,Mexico,610822,11,0,2412
2018,Argentina,Mexico,610832,11,0,3061
2017,Argentina,Mexico,610892,11,0,7979
2018,Argentina,Mexico,610892,11,0,1121
2019,Argentina,Mexico,610892,11,0,2088
2017,Argentina,Mexico,610910,11,13304,81675
2018,Argentina,Mexico,610910,11,0,163168
2019,Argentina,Mexico,610910,11,9472,144615
2020,Argentina,Mexico,610910,11,10267,30309
2017,Argentina,Mexico,610990,11,5734,156295
2018,Argentina,Mexico,610990,11,0,169422
2019,Argentina,Mexico,610990,11,5662,204981
2020,Argentina,Mexico,610990,11,0,60957
2017,Argentina,Mexico,611011,11,18084,0
2019,Argentina,Mexico,611011,11,0,44
2017,Argentina,Mexico,611020,11,16990,11950
2018,Argentina,Mexico,611020,11,0,40767
2019,Argentina,Mexico,611020,11,0,14950
2020,Argentina,Mexico,611020,11,2851,7598
2017,Argentina,Mexico,611030,11,16717,60382
2018,Argentina,Mexico,611030,11,0,58503
2019,Argentina,Mexico,611030,11,0,44339
2020,Argentina,Mexico,611030,11,0,7707
2020,Argentina,Mexico,611090,11,0,596
2017,Argentina,Mexico,611120,11,3010,10433
2018,Argentina,Mexico,611120,11,0,25854
2019,Argentina,Mexico,611120,11,0,7569
2020,Argentina,Mexico,611120,11,12238,5150
2017,Argentina,Mexico,611130,11,3233,58068
2018,Argentina,Mexico,611130,11,0,82823
2019,Argentina,Mexico,611130,11,0,31954
2020,Argentina,Mexico,611130,11,2192,10757
2017,Argentina,Mexico,611190,11,0,180
2018,Argentina,Mexico,611190,11,0,242
2018,Argentina,Mexico,611212,11,0,11051
2019,Argentina,Mexico,611212,11,0,7000
2017,Argentina,Mexico,611231,11,755,10
2017,Argentina,Mexico,611241,11,22321,0
2018,Argentina,Mexico,611241,11,0,348
2019,Argentina,Mexico,611241,11,1194,16846
2020,Argentina,Mexico,611241,11,0,302
2017,Argentina,Mexico,611249,11,179,0
2018,Argentina,Mexico,611420,11,0,2083
2019,Argentina,Mexico,611420,11,0,1921
2017,Argentina,Mexico,611430,11,5749,1029
2018,Argentina,Mexico,611430,11,0,3683
2019,Argentina,Mexico,611430,11,0,1116
2017,Argentina,Mexico,611521,11,72,0
2017,Argentina,Mexico,611529,11,120,0
2017,Argentina,Mexico,611595,11,7691,0
2018,Argentina,Mexico,611595,11,0,1845
2019,Argentina,Mexico,611595,11,0,366
2020,Argentina,Mexico,611595,11,0,1635
2017,Argentina,Mexico,611596,11,26172,11709
2018,Argentina,Mexico,611596,11,0,61532
2019,Argentina,Mexico,611596,11,0,52408
2020,Argentina,Mexico,611596,11,0,28235
2018,Argentina,Mexico,611692,11,0,207
2017,Argentina,Mexico,611710,11,20261,7201
2017,Argentina,Mexico,611780,11,750,0
2020,Argentina,Mexico,611780,11,0,5
2018,Argentina,Mexico,611790,11,0,2483
2017,Argentina,Mexico,620111,11,0,4223
2019,Argentina,Mexico,620111,11,0,3502
2019,Argentina,Mexico,620112,11,0,170
2019,Argentina,Mexico,620113,11,0,2882
2017,Argentina,Mexico,620192,11,0,6323
2018,Argentina,Mexico,620192,11,0,4161
2020,Argentina,Mexico,620192,11,0,10
2017,Argentina,Mexico,620193,11,274,0
2020,Argentina,Mexico,620193,11,0,814
2019,Argentina,Mexico,620212,11,33482,2398
2017,Argentina,Mexico,620213,11,3904,0
2018,Argentina,Mexico,620213,11,0,2574
2017,Argentina,Mexico,620292,11,13371,0
2019,Argentina,Mexico,620292,11,0,5776
2017,Argentina,Mexico,620293,11,412,0
2018,Argentina,Mexico,620293,11,0,8795
2019,Argentina,Mexico,620293,11,0,13
2017,Argentina,Mexico,620311,11,0,29296
2018,Argentina,Mexico,620311,11,0,27821
2019,Argentina,Mexico,620311,11,0,17227
2020,Argentina,Mexico,620311,11,0,23589
2017,Argentina,Mexico,620312,11,0,72796
2019,Argentina,Mexico,620312,11,0,44591
2017,Argentina,Mexico,620331,11,0,2790
2018,Argentina,Mexico,620331,11,0,477
2019,Argentina,Mexico,620331,11,0,19608
2020,Argentina,Mexico,620331,11,0,22211
2019,Argentina,Mexico,620332,11,0,1559
2019,Argentina,Mexico,620341,11,0,2006
2020,Argentina,Mexico,620341,11,0,5064
2017,Argentina,Mexico,620342,11,8365,695308
2018,Argentina,Mexico,620342,11,0,807898
2019,Argentina,Mexico,620342,11,0,280779
2020,Argentina,Mexico,620342,11,0,150523
2017,Argentina,Mexico,620343,11,0,545
2018,Argentina,Mexico,620343,11,0,7827
2019,Argentina,Mexico,620343,11,0,3906
2020,Argentina,Mexico,620343,11,0,1035
2017,Argentina,Mexico,620349,11,128,0
2019,Argentina,Mexico,620432,11,0,2795
2017,Argentina,Mexico,620433,11,799,0
2017,Argentina,Mexico,620442,11,130,0
2018,Argentina,Mexico,620442,11,0,1825
2019,Argentina,Mexico,620442,11,12059,1997
2017,Argentina,Mexico,620443,11,46181,0
2018,Argentina,Mexico,620443,11,0,1376
2019,Argentina,Mexico,620443,11,33161,0
2017,Argentina,Mexico,620444,11,2183,0
2018,Argentina,Mexico,620444,11,0,4988
2019,Argentina,Mexico,620444,11,0,27
2020,Argentina,Mexico,620452,11,0,41
2019,Argentina,Mexico,620453,11,18153,0
2017,Argentina,Mexico,620462,11,14694,157881
2018,Argentina,Mexico,620462,11,0,250386
2019,Argentina,Mexico,620462,11,9108,104922
2020,Argentina,Mexico,620462,11,7035,173783
2017,Argentina,Mexico,620463,11,0,72
2018,Argentina,Mexico,620463,11,0,6141
2019,Argentina,Mexico,620463,11,3912,1584
2020,Argentina,Mexico,620463,11,0,1268
2017,Argentina,Mexico,620469,11,6033,0
2018,Argentina,Mexico,620469,11,0,2974
2020,Argentina,Mexico,620469,11,0,3384
2017,Argentina,Mexico,620520,11,7568,0
2018,Argentina,Mexico,620520,11,0,1463
2019,Argentina,Mexico,620520,11,0,1231
2020,Argentina,Mexico,620520,11,1264,2094
2017,Argentina,Mexico,620530,11,8014,0
2018,Argentina,Mexico,620530,11,0,7613
2019,Argentina,Mexico,620530,11,0,7977
2020,Argentina,Mexico,620530,11,0,984
2017,Argentina,Mexico,620630,11,10339,1527
2018,Argentina,Mexico,620630,11,0,2404
2019,Argentina,Mexico,620630,11,0,1611
2020,Argentina,Mexico,620630,11,0,3485
2017,Argentina,Mexico,620640,11,49692,0
2018,Argentina,Mexico,620640,11,0,35938
2019,Argentina,Mexico,620640,11,0,4434
2020,Argentina,Mexico,620640,11,0,16729
2017,Argentina,Mexico,620920,11,3978,6285
2018,Argentina,Mexico,620920,11,0,10357
2019,Argentina,Mexico,620920,11,0,5723
2020,Argentina,Mexico,620920,11,12705,0
2017,Argentina,Mexico,620930,11,688,2114
2018,Argentina,Mexico,620930,11,0,927
2019,Argentina,Mexico,620930,11,0,311
2020,Argentina,Mexico,620930,11,0,692
2017,Argentina,Mexico,620990,11,238,0
2017,Argentina,Mexico,621010,11,0,128580
2018,Argentina,Mexico,621010,11,0,48938
2019,Argentina,Mexico,621010,11,0,18608
2020,Argentina,Mexico,621010,11,0,33117
2017,Argentina,Mexico,621111,11,142,0
2020,Argentina,Mexico,621111,11,0,320
2017,Argentina,Mexico,621112,11,45,0
2018,Argentina,Mexico,621132,11,0,473
2020,Argentina,Mexico,621132,11,0,472
2018,Argentina,Mexico,621133,11,0,5321
2017,Argentina,Mexico,621143,11,0,30249
2018,Argentina,Mexico,621143,11,0,9767
2019,Argentina,Mexico,621143,11,0,38544
2020,Argentina,Mexico,621143,11,0,8083
2018,Argentina,Mexico,621210,11,0,140019
2019,Argentina,Mexico,621210,11,0,3025
2018,Argentina,Mexico,621220,11,0,35
2017,Argentina,Mexico,621290,11,116,0
2018,Argentina,Mexico,621290,11,0,381
2017,Argentina,Mexico,621430,11,27774,0
2017,Argentina,Mexico,621710,11,339,135
2019,Argentina,Mexico,621710,11,0,759
2017,Argentina,Mexico,630130,11,0,13218
2017,Argentina,Mexico,630140,11,0,19183
2018,Argentina,Mexico,630140,11,0,12938
2019,Argentina,Mexico,630140,11,0,13902
2020,Argentina,Mexico,630140,11,0,256
2017,Argentina,Mexico,630221,11,85,0
2017,Argentina,Mexico,630260,11,323,1787
2018,Argentina,Mexico,630260,11,0,10561
2019,Argentina,Mexico,630260,11,0,1364
2020,Argentina,Mexico,630260,11,0,668
2017,Argentina,Mexico,630291,11,0,2202
2018,Argentina,Mexico,630291,11,0,624
2019,Argentina,Mexico,630291,11,0,74
2017,Argentina,Mexico,630293,11,0,697
2018,Argentina,Mexico,630293,11,0,4929
2019,Argentina,Mexico,630293,11,0,609
2020,Argentina,Mexico,630293,11,0,114
2017,Argentina,Mexico,630319,11,85,0
2017,Argentina,Mexico,630391,11,884,0
2017,Argentina,Mexico,630532,11,0,215726
2018,Argentina,Mexico,630532,11,0,423102
2019,Argentina,Mexico,630532,11,0,68775
2020,Argentina,Mexico,630532,11,0,29378
2018,Argentina,Mexico,630612,11,0,199203
2017,Argentina,Mexico,630622,11,0,4292
2019,Argentina,Mexico,630622,11,0,23685
2017,Argentina,Mexico,630710,11,1296,0
2018,Argentina,Mexico,630710,11,0,36034
2017,Argentina,Mexico,630720,11,0,306
2017,Argentina,Mexico,630790,11,13350,3355
2018,Argentina,Mexico,630790,11,24665,64174
2019,Argentina,Mexico,630790,11,29189,393707
2020,Argentina,Mexico,630790,11,4469,898010
2017,Argentina,Mexico,640110,12,0,2109
2018,Argentina,Mexico,640110,12,0,4472
2019,Argentina,Mexico,640110,12,0,4939
2020,Argentina,Mexico,640110,12,0,290
2017,Argentina,Mexico,640199,12,0,172
2018,Argentina,Mexico,640199,12,0,799
2019,Argentina,Mexico,640199,12,0,213
2017,Argentina,Mexico,640291,12,0,19366
2018,Argentina,Mexico,640291,12,0,33459
2019,Argentina,Mexico,640291,12,0,33437
2020,Argentina,Mexico,640291,12,0,5671
2017,Argentina,Mexico,640299,12,594,188435
2018,Argentina,Mexico,640299,12,0,384905
2019,Argentina,Mexico,640299,12,0,507035
2020,Argentina,Mexico,640299,12,0,332693
2017,Argentina,Mexico,640351,12,56485,0
2018,Argentina,Mexico,640351,12,0,212
2017,Argentina,Mexico,640359,12,26933,0
2017,Argentina,Mexico,640391,12,13222,83625
2018,Argentina,Mexico,640391,12,0,12998
2019,Argentina,Mexico,640391,12,0,61189
2017,Argentina,Mexico,640399,12,24590,143328
2018,Argentina,Mexico,640399,12,0,258731
2019,Argentina,Mexico,640399,12,0,6977
2020,Argentina,Mexico,640399,12,0,3328
2017,Argentina,Mexico,640419,12,159,64333
2018,Argentina,Mexico,640419,12,0,217825
2019,Argentina,Mexico,640419,12,0,768022
2020,Argentina,Mexico,640419,12,0,387063
2017,Argentina,Mexico,640510,12,9395,0
2017,Argentina,Mexico,640520,12,3621,0
2018,Argentina,Mexico,640520,12,0,4836
2019,Argentina,Mexico,640520,12,0,4536
2020,Argentina,Mexico,640520,12,0,284
2017,Argentina,Mexico,640590,12,3969,0
2017,Argentina,Mexico,640620,12,0,18721
2017,Argentina,Mexico,640690,12,506,0
2018,Argentina,Mexico,640690,12,0,330
2017,Argentina,Mexico,650400,12,0,11071
2018,Argentina,Mexico,650400,12,0,3660
2019,Argentina,Mexico,650400,12,0,4651
