year,reporter,partner,commodity_code,section_code,trade_value_usd_exp,trade_value_usd_imp
2019,Argentina,Mexico,847780,16,0,5657
2020,Argentina,Mexico,847780,16,0,17465
2017,Argentina,Mexico,847790,16,0,31814
2018,Argentina,Mexico,847790,16,0,104552
2019,Argentina,Mexico,847790,16,0,7836
2020,Argentina,Mexico,847790,16,0,7208
2019,Argentina,Mexico,847890,16,0,7
2020,Argentina,Mexico,847890,16,0,856
2017,Argentina,Mexico,847910,16,893,14925
2018,Argentina,Mexico,847910,16,0,18632
2017,Argentina,Mexico,847950,16,188986,0
2017,Argentina,Mexico,847960,16,96352,0
2017,Argentina,Mexico,847971,16,0,240
2017,Argentina,Mexico,847981,16,0,12798
2017,Argentina,Mexico,847982,16,735160,232639
2018,Argentina,Mexico,847982,16,102230,20399
2019,Argentina,Mexico,847982,16,510289,970
2020,Argentina,Mexico,847982,16,88457,66818
2017,Argentina,Mexico,847989,16,1936737,2612303
2018,Argentina,Mexico,847989,16,2215011,763939
2019,Argentina,Mexico,847989,16,1692781,867292
2020,Argentina,Mexico,847989,16,812133,1945533
2017,Argentina,Mexico,847990,16,37902,133013
2018,Argentina,Mexico,847990,16,77459,128085
2019,Argentina,Mexico,847990,16,114839,130609
2020,Argentina,Mexico,847990,16,116349,62232
2017,Argentina,Mexico,848049,16,144500,7037
2018,Argentina,Mexico,848049,16,0,4974
2017,Argentina,Mexico,848050,16,0,67481
2018,Argentina,Mexico,848050,16,0,60865
2019,Argentina,Mexico,848050,16,0,6998
2020,Argentina,Mexico,848050,16,0,29265
2017,Argentina,Mexico,848060,16,29005,0
2017,Argentina,Mexico,848071,16,85165,20000
2018,Argentina,Mexico,848071,16,351378,225146
2019,Argentina,Mexico,848071,16,0,70852
2020,Argentina,Mexico,848071,16,0,55717
2017,Argentina,Mexico,848079,16,217360,46244
2018,Argentina,Mexico,848079,16,0,74371
2019,Argentina,Mexico,848079,16,0,12011
2020,Argentina,Mexico,848079,16,159850,4455
2017,Argentina,Mexico,848110,16,250407,601964
2018,Argentina,Mexico,848110,16,943873,456652
2019,Argentina,Mexico,848110,16,639693,494284
2020,Argentina,Mexico,848110,16,573458,323455
2017,Argentina,Mexico,848120,16,323320,296623
2018,Argentina,Mexico,848120,16,427833,219299
2019,Argentina,Mexico,848120,16,316356,248897
2020,Argentina,Mexico,848120,16,108160,692710
2017,Argentina,Mexico,848130,16,16794,60080
2018,Argentina,Mexico,848130,16,16266,84198
2019,Argentina,Mexico,848130,16,31084,235332
2020,Argentina,Mexico,848130,16,8039,72444
2017,Argentina,Mexico,848140,16,25437,156841
2018,Argentina,Mexico,848140,16,16661,117989
2019,Argentina,Mexico,848140,16,16547,723875
2020,Argentina,Mexico,848140,16,24824,93795
2017,Argentina,Mexico,848180,16,4661742,3452059
2018,Argentina,Mexico,848180,16,6265113,9148092
2019,Argentina,Mexico,848180,16,5404065,13981454
2020,Argentina,Mexico,848180,16,4859191,4515181
2017,Argentina,Mexico,848190,16,750501,667173
2018,Argentina,Mexico,848190,16,741622,370562
2019,Argentina,Mexico,848190,16,1129043,552039
2020,Argentina,Mexico,848190,16,1496327,244770
2017,Argentina,Mexico,848210,16,2457076,244926
2018,Argentina,Mexico,848210,16,2192200,243915
2019,Argentina,Mexico,848210,16,2773019,264966
2020,Argentina,Mexico,848210,16,1897281,106906
2017,Argentina,Mexico,848220,16,6671,177913
2018,Argentina,Mexico,848220,16,0,264089
2019,Argentina,Mexico,848220,16,9046,125788
2020,Argentina,Mexico,848220,16,0,200827
2017,Argentina,Mexico,848230,16,0,24731
2018,Argentina,Mexico,848230,16,0,16999
2019,Argentina,Mexico,848230,16,0,41786
2020,Argentina,Mexico,848230,16,0,5453
2017,Argentina,Mexico,848240,16,651,64330
2018,Argentina,Mexico,848240,16,0,83727
2019,Argentina,Mexico,848240,16,2986,103008
2020,Argentina,Mexico,848240,16,0,73938
2017,Argentina,Mexico,848250,16,27805,22658
2018,Argentina,Mexico,848250,16,0,45736
2019,Argentina,Mexico,848250,16,6956,35376
2020,Argentina,Mexico,848250,16,0,25499
2017,Argentina,Mexico,848280,16,2894,15870
2018,Argentina,Mexico,848280,16,0,7505
2019,Argentina,Mexico,848280,16,7048,12931
2020,Argentina,Mexico,848280,16,0,14520
2017,Argentina,Mexico,848291,16,1548,164
2018,Argentina,Mexico,848291,16,0,426
2019,Argentina,Mexico,848291,16,9340,9238
2020,Argentina,Mexico,848291,16,0,2268
2017,Argentina,Mexico,848299,16,1742,8743
2018,Argentina,Mexico,848299,16,0,6812
2019,Argentina,Mexico,848299,16,0,7642
2020,Argentina,Mexico,848299,16,0,4521
2017,Argentina,Mexico,848310,16,76041,1487212
2018,Argentina,Mexico,848310,16,38104,1038637
2019,Argentina,Mexico,848310,16,26668,783310
2020,Argentina,Mexico,848310,16,82258,913013
2017,Argentina,Mexico,848320,16,3696,155913
2018,Argentina,Mexico,848320,16,0,49215
2019,Argentina,Mexico,848320,16,4414,91780
2020,Argentina,Mexico,848320,16,0,36816
2017,Argentina,Mexico,848330,16,160765,1038404
2018,Argentina,Mexico,848330,16,888710,989021
2019,Argentina,Mexico,848330,16,525461,1005534
2020,Argentina,Mexico,848330,16,111163,555381
2017,Argentina,Mexico,848340,16,76610,148950
2018,Argentina,Mexico,848340,16,89638,192076
2019,Argentina,Mexico,848340,16,90930,120920
2020,Argentina,Mexico,848340,16,66144,115547
2017,Argentina,Mexico,848350,16,23202,224198
2018,Argentina,Mexico,848350,16,98921,37060
2019,Argentina,Mexico,848350,16,31547,31790
2020,Argentina,Mexico,848350,16,78100,36228
2017,Argentina,Mexico,848360,16,157297,22193
2018,Argentina,Mexico,848360,16,159753,33707
2019,Argentina,Mexico,848360,16,193590,19633
2020,Argentina,Mexico,848360,16,156458,26266
2017,Argentina,Mexico,848390,16,113885,1339430
2018,Argentina,Mexico,848390,16,94771,1006697
2019,Argentina,Mexico,848390,16,48123,41826
2020,Argentina,Mexico,848390,16,82746,34351
2017,Argentina,Mexico,848410,16,41081,389256
2018,Argentina,Mexico,848410,16,50081,331503
2019,Argentina,Mexico,848410,16,45327,81815
2020,Argentina,Mexico,848410,16,77745,81784
2017,Argentina,Mexico,848420,16,23910,1189095
2018,Argentina,Mexico,848420,16,26180,1105596
2019,Argentina,Mexico,848420,16,0,942365
2020,Argentina,Mexico,848420,16,37119,888361
2017,Argentina,Mexico,848490,16,128198,31632
2018,Argentina,Mexico,848490,16,133621,61446
2019,Argentina,Mexico,848490,16,105416,77950
2020,Argentina,Mexico,848490,16,47094,35016
2020,Argentina,Mexico,848710,16,0,51
2017,Argentina,Mexico,848790,16,68158,192584
2018,Argentina,Mexico,848790,16,54054,287568
2019,Argentina,Mexico,848790,16,58639,296676
2020,Argentina,Mexico,848790,16,25959,311942
2017,Argentina,Mexico,850110,16,7456,1048886
2018,Argentina,Mexico,850110,16,6700,1229608
2019,Argentina,Mexico,850110,16,7284,2886215
2020,Argentina,Mexico,850110,16,4449,1323616
2017,Argentina,Mexico,850120,16,0,170062
2018,Argentina,Mexico,850120,16,0,121647
2019,Argentina,Mexico,850120,16,0,51149
2020,Argentina,Mexico,850120,16,0,1299
2017,Argentina,Mexico,850131,16,6020,2410839
2018,Argentina,Mexico,850131,16,0,4114766
2019,Argentina,Mexico,850131,16,0,2661275
2020,Argentina,Mexico,850131,16,0,2128257
2017,Argentina,Mexico,850132,16,0,24334
2018,Argentina,Mexico,850132,16,0,13362
2019,Argentina,Mexico,850132,16,0,58857
2020,Argentina,Mexico,850132,16,0,61208
2017,Argentina,Mexico,850133,16,0,46838
2020,Argentina,Mexico,850133,16,0,166487
2017,Argentina,Mexico,850140,16,0,436744
2018,Argentina,Mexico,850140,16,1693,179101
2019,Argentina,Mexico,850140,16,0,56577
2020,Argentina,Mexico,850140,16,0,214943
2017,Argentina,Mexico,850151,16,5816,62003
2018,Argentina,Mexico,850151,16,0,44335
2019,Argentina,Mexico,850151,16,7379,43865
2020,Argentina,Mexico,850151,16,2712,47986
2017,Argentina,Mexico,850152,16,18119,797825
2018,Argentina,Mexico,850152,16,18558,831257
2019,Argentina,Mexico,850152,16,16414,423344
2020,Argentina,Mexico,850152,16,0,595929
2017,Argentina,Mexico,850153,16,0,182320
2018,Argentina,Mexico,850153,16,0,343583
2019,Argentina,Mexico,850153,16,0,280583
2020,Argentina,Mexico,850153,16,0,35999
2020,Argentina,Mexico,850161,16,0,473
2018,Argentina,Mexico,850212,16,0,35095
2019,Argentina,Mexico,850212,16,0,76960
2017,Argentina,Mexico,850240,16,358,0
2017,Argentina,Mexico,850300,16,202,1287941
2018,Argentina,Mexico,850300,16,0,5775888
2019,Argentina,Mexico,850300,16,0,59292
2020,Argentina,Mexico,850300,16,0,19131
2017,Argentina,Mexico,850410,16,0,387076
2018,Argentina,Mexico,850410,16,0,11283
2019,Argentina,Mexico,850410,16,0,3993
2020,Argentina,Mexico,850410,16,0,2601
2017,Argentina,Mexico,850421,16,0,85111
2018,Argentina,Mexico,850421,16,0,163616
2019,Argentina,Mexico,850421,16,0,59316
2017,Argentina,Mexico,850431,16,2866,138970
2018,Argentina,Mexico,850431,16,8155,168435
2019,Argentina,Mexico,850431,16,3255,243133
2020,Argentina,Mexico,850431,16,0,169603
2017,Argentina,Mexico,850432,16,2193,631
2018,Argentina,Mexico,850432,16,0,5664
2019,Argentina,Mexico,850432,16,0,5462
2020,Argentina,Mexico,850432,16,0,3214
2018,Argentina,Mexico,850433,16,0,13685
2019,Argentina,Mexico,850433,16,0,6023
2020,Argentina,Mexico,850433,16,0,21157
2018,Argentina,Mexico,850434,16,0,34363
2019,Argentina,Mexico,850434,16,0,41209
2017,Argentina,Mexico,850440,16,44118,6783474
2018,Argentina,Mexico,850440,16,51346,2972725
2019,Argentina,Mexico,850440,16,34364,3584819
2020,Argentina,Mexico,850440,16,47912,3170521
2017,Argentina,Mexico,850450,16,2126,99092
2018,Argentina,Mexico,850450,16,0,268094
2019,Argentina,Mexico,850450,16,4540,67640
2020,Argentina,Mexico,850450,16,31055,148665
2017,Argentina,Mexico,850490,16,247278,83213
2018,Argentina,Mexico,850490,16,210632,226365
2019,Argentina,Mexico,850490,16,0,102600
2020,Argentina,Mexico,850490,16,353630,7372
2017,Argentina,Mexico,850511,16,0,1064
2020,Argentina,Mexico,850511,16,0,260
2017,Argentina,Mexico,850519,16,0,5803
2018,Argentina,Mexico,850519,16,0,2800
2020,Argentina,Mexico,850519,16,0,5153
2017,Argentina,Mexico,850520,16,54674,0
2019,Argentina,Mexico,850520,16,0,10638
2020,Argentina,Mexico,850520,16,0,670
2017,Argentina,Mexico,850590,16,2700,92566
2018,Argentina,Mexico,850590,16,0,58370
2019,Argentina,Mexico,850590,16,0,12754
2020,Argentina,Mexico,850590,16,0,52210
2017,Argentina,Mexico,850650,16,0,2608
2018,Argentina,Mexico,850650,16,0,13620
2019,Argentina,Mexico,850650,16,0,376
2020,Argentina,Mexico,850650,16,0,3477
2017,Argentina,Mexico,850690,16,0,37
2017,Argentina,Mexico,850710,16,0,234460
2018,Argentina,Mexico,850710,16,0,388296
2019,Argentina,Mexico,850710,16,0,168851
2020,Argentina,Mexico,850710,16,0,223640
2017,Argentina,Mexico,850720,16,0,56864
2018,Argentina,Mexico,850720,16,0,42296
2019,Argentina,Mexico,850720,16,0,28683
2020,Argentina,Mexico,850720,16,4283,106841
2017,Argentina,Mexico,850730,16,571,15932
2018,Argentina,Mexico,850730,16,0,11359
2017,Argentina,Mexico,850750,16,195,2514
2018,Argentina,Mexico,850750,16,0,1334
2019,Argentina,Mexico,850750,16,0,266
2020,Argentina,Mexico,850750,16,0,1850
2017,Argentina,Mexico,850760,16,1789,121701
2018,Argentina,Mexico,850760,16,0,71507
2019,Argentina,Mexico,850760,16,0,50245
2020,Argentina,Mexico,850760,16,6778,175945
2017,Argentina,Mexico,850780,16,0,120838
2018,Argentina,Mexico,850780,16,0,19188
2019,Argentina,Mexico,850780,16,0,8260
2020,Argentina,Mexico,850780,16,0,2357
2017,Argentina,Mexico,850790,16,0,414
2018,Argentina,Mexico,850790,16,0,1187
2019,Argentina,Mexico,850790,16,0,177
2020,Argentina,Mexico,850790,16,0,44
2020,Argentina,Mexico,850819,16,0,1106
2018,Argentina,Mexico,850870,16,0,74
2019,Argentina,Mexico,850870,16,0,44
2017,Argentina,Mexico,850940,16,0,299595
2018,Argentina,Mexico,850940,16,0,335956
2019,Argentina,Mexico,850940,16,0,502267
2020,Argentina,Mexico,850940,16,0,533630
2017,Argentina,Mexico,850990,16,0,152544
2018,Argentina,Mexico,850990,16,0,133192
2019,Argentina,Mexico,850990,16,0,51941
2020,Argentina,Mexico,850990,16,0,4575
2020,Argentina,Mexico,851090,16,0,535
2017,Argentina,Mexico,851110,16,0,1058451
2018,Argentina,Mexico,851110,16,0,1417261
2019,Argentina,Mexico,851110,16,0,1135781
2020,Argentina,Mexico,851110,16,0,743816
2017,Argentina,Mexico,851120,16,0,2502
2018,Argentina,Mexico,851120,16,0,641
2019,Argentina,Mexico,851120,16,0,1371
2017,Argentina,Mexico,851130,16,1869,170633
2018,Argentina,Mexico,851130,16,0,28686
2019,Argentina,Mexico,851130,16,0,13973
2020,Argentina,Mexico,851130,16,0,11526
2017,Argentina,Mexico,851140,16,6283,776422
2018,Argentina,Mexico,851140,16,0,624355
2019,Argentina,Mexico,851140,16,0,267697
2020,Argentina,Mexico,851140,16,0,347537
2017,Argentina,Mexico,851150,16,7386,301758
2018,Argentina,Mexico,851150,16,0,329859
2019,Argentina,Mexico,851150,16,0,229768
2020,Argentina,Mexico,851150,16,0,168731
2017,Argentina,Mexico,851180,16,31895,73388
2018,Argentina,Mexico,851180,16,0,23721
2019,Argentina,Mexico,851180,16,0,4644
2020,Argentina,Mexico,851180,16,0,3788
2017,Argentina,Mexico,851190,16,264,79420
2018,Argentina,Mexico,851190,16,0,26767
2019,Argentina,Mexico,851190,16,0,20624
2020,Argentina,Mexico,851190,16,0,9932
2020,Argentina,Mexico,851210,16,0,35
2017,Argentina,Mexico,851220,16,17236,5989776
2018,Argentina,Mexico,851220,16,22013,5853981
2019,Argentina,Mexico,851220,16,15544,2479367
2020,Argentina,Mexico,851220,16,11580,1684404
2017,Argentina,Mexico,851230,16,147,786564
2018,Argentina,Mexico,851230,16,0,1865401
2019,Argentina,Mexico,851230,16,0,700630
2020,Argentina,Mexico,851230,16,0,811815
2017,Argentina,Mexico,851240,16,0,1183
2018,Argentina,Mexico,851240,16,0,241
2019,Argentina,Mexico,851240,16,0,19720
2020,Argentina,Mexico,851240,16,0,36898
2017,Argentina,Mexico,851290,16,1345,4317946
2018,Argentina,Mexico,851290,16,0,3123366
2019,Argentina,Mexico,851290,16,1653,1056729
2020,Argentina,Mexico,851290,16,0,1206036
2017,Argentina,Mexico,851310,16,0,3870
2018,Argentina,Mexico,851310,16,0,2592
2019,Argentina,Mexico,851310,16,0,723
2017,Argentina,Mexico,851410,16,123403,273306
2018,Argentina,Mexico,851420,16,0,4671
2017,Argentina,Mexico,851490,16,7739,3319
2018,Argentina,Mexico,851490,16,0,9
2019,Argentina,Mexico,851490,16,0,15711
2020,Argentina,Mexico,851490,16,0,68
2018,Argentina,Mexico,851511,16,0,17245
2019,Argentina,Mexico,851511,16,0,1913
2017,Argentina,Mexico,851521,16,0,1067559
2018,Argentina,Mexico,851531,16,0,2111
2019,Argentina,Mexico,851531,16,0,3097
2020,Argentina,Mexico,851531,16,0,8953
2018,Argentina,Mexico,851539,16,0,25763
2019,Argentina,Mexico,851539,16,0,56222
2020,Argentina,Mexico,851539,16,0,28646
2017,Argentina,Mexico,851580,16,29701,36127
2018,Argentina,Mexico,851580,16,0,81291
2019,Argentina,Mexico,851580,16,72027,63651
2020,Argentina,Mexico,851580,16,0,46342
2017,Argentina,Mexico,851590,16,22312,47371
2018,Argentina,Mexico,851590,16,0,116140
2019,Argentina,Mexico,851590,16,95378,72238
2020,Argentina,Mexico,851590,16,0,40051
2017,Argentina,Mexico,851610,16,0,30856
2018,Argentina,Mexico,851610,16,0,8045
2019,Argentina,Mexico,851610,16,0,9241
2020,Argentina,Mexico,851610,16,0,7948
2017,Argentina,Mexico,851629,16,162,37864
2018,Argentina,Mexico,851629,16,0,293
2019,Argentina,Mexico,851629,16,0,3452
2017,Argentina,Mexico,851631,16,31978,0
2017,Argentina,Mexico,851632,16,259029,0
2017,Argentina,Mexico,851650,16,0,534
2017,Argentina,Mexico,851660,16,0,141765
2018,Argentina,Mexico,851660,16,0,351656
2019,Argentina,Mexico,851660,16,0,528373
2020,Argentina,Mexico,851660,16,0,262114
2017,Argentina,Mexico,851679,16,49,0
2020,Argentina,Mexico,851679,16,0,5599
2017,Argentina,Mexico,851680,16,23304,914697
2018,Argentina,Mexico,851680,16,21620,524076
2019,Argentina,Mexico,851680,16,27236,548136
2020,Argentina,Mexico,851680,16,18335,734373
2017,Argentina,Mexico,851690,16,0,120250
2018,Argentina,Mexico,851690,16,0,148376
2019,Argentina,Mexico,851690,16,0,11768
2017,Argentina,Mexico,851712,16,0,7124624
2018,Argentina,Mexico,851712,16,0,2625962
2019,Argentina,Mexico,851712,16,0,3023744
2020,Argentina,Mexico,851712,16,0,1308292
2017,Argentina,Mexico,851718,16,105271,50761
2018,Argentina,Mexico,851718,16,0,33234
2019,Argentina,Mexico,851718,16,0,16839
2020,Argentina,Mexico,851718,16,0,497471
2017,Argentina,Mexico,851761,16,0,1553622
2018,Argentina,Mexico,851761,16,0,1507684
2019,Argentina,Mexico,851761,16,0,908973
2020,Argentina,Mexico,851761,16,0,549399
2017,Argentina,Mexico,851762,16,178624,116260965
2018,Argentina,Mexico,851762,16,251152,116266374
2019,Argentina,Mexico,851762,16,329147,96686907
2020,Argentina,Mexico,851762,16,962002,79533926
2017,Argentina,Mexico,851769,16,0,5580
2018,Argentina,Mexico,851769,16,0,20482
2019,Argentina,Mexico,851769,16,0,2506
2020,Argentina,Mexico,851769,16,0,4145
2017,Argentina,Mexico,851770,16,2072555,3298371
2018,Argentina,Mexico,851770,16,118690,2939120
2019,Argentina,Mexico,851770,16,38680,2542982
2020,Argentina,Mexico,851770,16,14555,1667210
2017,Argentina,Mexico,851810,16,0,1691893
2018,Argentina,Mexico,851810,16,0,531210
2019,Argentina,Mexico,851810,16,0,198759
2020,Argentina,Mexico,851810,16,0,448592
2017,Argentina,Mexico,851821,16,0,286726
2018,Argentina,Mexico,851821,16,0,230180
2019,Argentina,Mexico,851821,16,0,427685
2020,Argentina,Mexico,851821,16,0,335822
2017,Argentina,Mexico,851822,16,0,1706670
2018,Argentina,Mexico,851822,16,0,659392
2019,Argentina,Mexico,851822,16,0,551674
2020,Argentina,Mexico,851822,16,0,83328
2017,Argentina,Mexico,851829,16,0,25522
2018,Argentina,Mexico,851829,16,0,132613
2019,Argentina,Mexico,851829,16,1044,129237
2020,Argentina,Mexico,851829,16,0,200290
2017,Argentina,Mexico,851830,16,0,863077
2018,Argentina,Mexico,851830,16,0,601248
2019,Argentina,Mexico,851830,16,0,593978
2020,Argentina,Mexico,851830,16,0,781789
2017,Argentina,Mexico,851840,16,0,124892
2018,Argentina,Mexico,851840,16,0,65342
2019,Argentina,Mexico,851840,16,0,33687
2020,Argentina,Mexico,851840,16,0,8208
2017,Argentina,Mexico,851850,16,6422,7930
2018,Argentina,Mexico,851850,16,0,3775
2019,Argentina,Mexico,851850,16,0,716
2020,Argentina,Mexico,851850,16,0,5113
2017,Argentina,Mexico,851890,16,0,17648
2018,Argentina,Mexico,851890,16,0,3111
2019,Argentina,Mexico,851890,16,0,2652
2020,Argentina,Mexico,851890,16,0,6762
2017,Argentina,Mexico,851981,16,0,4775
2020,Argentina,Mexico,851981,16,0,127
2017,Argentina,Mexico,852190,16,0,198296
2018,Argentina,Mexico,852190,16,0,135414
2019,Argentina,Mexico,852190,16,0,150233
2020,Argentina,Mexico,852190,16,0,282638
2017,Argentina,Mexico,852210,16,0,35870
2018,Argentina,Mexico,852210,16,0,10391
2017,Argentina,Mexico,852290,16,0,3407
2018,Argentina,Mexico,852290,16,0,15
2019,Argentina,Mexico,852290,16,0,175
2020,Argentina,Mexico,852290,16,0,1070
2018,Argentina,Mexico,852321,16,0,87746
2019,Argentina,Mexico,852329,16,0,12112
2020,Argentina,Mexico,852329,16,0,1825
2018,Argentina,Mexico,852341,16,0,11073
2017,Argentina,Mexico,852349,16,366,871931
2018,Argentina,Mexico,852349,16,0,566115
2019,Argentina,Mexico,852349,16,0,261055
2020,Argentina,Mexico,852349,16,0,537969
2017,Argentina,Mexico,852351,16,36029,1406115
2018,Argentina,Mexico,852351,16,0,1385159
2019,Argentina,Mexico,852351,16,205488,1063729
2020,Argentina,Mexico,852351,16,11275,243440
2017,Argentina,Mexico,852352,16,0,2910701
2018,Argentina,Mexico,852352,16,0,4257405
2019,Argentina,Mexico,852352,16,0,4586936
2020,Argentina,Mexico,852352,16,0,2692565
2017,Argentina,Mexico,852359,16,16558,651493
2018,Argentina,Mexico,852359,16,0,747941
2019,Argentina,Mexico,852359,16,0,86577
2020,Argentina,Mexico,852359,16,17454,87044
2017,Argentina,Mexico,852380,16,77461,0
2018,Argentina,Mexico,852380,16,0,1892
2019,Argentina,Mexico,852380,16,0,18326
2020,Argentina,Mexico,852380,16,0,10663
2017,Argentina,Mexico,852550,16,0,1074245
2018,Argentina,Mexico,852550,16,0,106021
2019,Argentina,Mexico,852550,16,0,91392
2017,Argentina,Mexico,852560,16,0,137309
2018,Argentina,Mexico,852560,16,0,4195
2019,Argentina,Mexico,852560,16,0,10648
2020,Argentina,Mexico,852560,16,0,8847
2017,Argentina,Mexico,852580,16,21163,1185390
2018,Argentina,Mexico,852580,16,0,1941942
2019,Argentina,Mexico,852580,16,4109,1070249
2020,Argentina,Mexico,852580,16,0,2093316
2017,Argentina,Mexico,852610,16,0,1576
2018,Argentina,Mexico,852610,16,0,689
2019,Argentina,Mexico,852610,16,0,61467
2020,Argentina,Mexico,852610,16,0,17386
2017,Argentina,Mexico,852691,16,40556,4114738
2018,Argentina,Mexico,852691,16,0,2424867
2019,Argentina,Mexico,852691,16,0,1726799
2020,Argentina,Mexico,852691,16,0,2388706
2017,Argentina,Mexico,852692,16,0,295768
2018,Argentina,Mexico,852692,16,0,789701
2019,Argentina,Mexico,852692,16,0,407625
2020,Argentina,Mexico,852692,16,0,558479
2017,Argentina,Mexico,852721,16,0,1425918
2018,Argentina,Mexico,852721,16,0,1508227
2019,Argentina,Mexico,852721,16,0,2693718
2020,Argentina,Mexico,852721,16,0,3584916
2017,Argentina,Mexico,852729,16,0,115573
2018,Argentina,Mexico,852729,16,0,790089
2019,Argentina,Mexico,852729,16,0,1474598
2020,Argentina,Mexico,852729,16,0,701986
2017,Argentina,Mexico,852791,16,0,243532
2018,Argentina,Mexico,852791,16,0,122596
2019,Argentina,Mexico,852791,16,0,157
2018,Argentina,Mexico,852799,16,0,216
2019,Argentina,Mexico,852799,16,0,259
2017,Argentina,Mexico,852851,16,91,106811
2018,Argentina,Mexico,852851,16,0,44516
2019,Argentina,Mexico,852851,16,0,65315
2020,Argentina,Mexico,852851,16,0,4435100
2017,Argentina,Mexico,852859,16,0,1906337
2018,Argentina,Mexico,852859,16,0,97269
2019,Argentina,Mexico,852859,16,21014,68858
2020,Argentina,Mexico,852859,16,0,184789
2019,Argentina,Mexico,852869,16,0,10605
2017,Argentina,Mexico,852871,16,0,10998229
2018,Argentina,Mexico,852871,16,0,10013550
2019,Argentina,Mexico,852871,16,0,609272
2020,Argentina,Mexico,852871,16,0,535347
2017,Argentina,Mexico,852872,16,0,15498587
2018,Argentina,Mexico,852872,16,0,9906873
2019,Argentina,Mexico,852872,16,0,1616510
2020,Argentina,Mexico,852872,16,0,1685219
2017,Argentina,Mexico,852910,16,2790,425425
2018,Argentina,Mexico,852910,16,0,445439
2019,Argentina,Mexico,852910,16,0,246688
2020,Argentina,Mexico,852910,16,0,167675
2017,Argentina,Mexico,852990,16,11134,8373036
2018,Argentina,Mexico,852990,16,0,3302213
2019,Argentina,Mexico,852990,16,0,1837877
2020,Argentina,Mexico,852990,16,0,1362060
2017,Argentina,Mexico,853110,16,0,3753820
2018,Argentina,Mexico,853110,16,0,2118500
2019,Argentina,Mexico,853110,16,0,2538743
2020,Argentina,Mexico,853110,16,0,3241044
2017,Argentina,Mexico,853120,16,3075,37436
2018,Argentina,Mexico,853120,16,0,4978
2019,Argentina,Mexico,853120,16,2185,10033
2020,Argentina,Mexico,853120,16,0,2922
2017,Argentina,Mexico,853180,16,3640,515750
2018,Argentina,Mexico,853180,16,5384,569078
2019,Argentina,Mexico,853180,16,16249,608551
2020,Argentina,Mexico,853180,16,33393,153014
2017,Argentina,Mexico,853190,16,0,925333
2018,Argentina,Mexico,853190,16,3599,1081442
2019,Argentina,Mexico,853190,16,0,1030639
2020,Argentina,Mexico,853190,16,0,522608
2018,Argentina,Mexico,853210,16,0,5177
2019,Argentina,Mexico,853210,16,0,115
2020,Argentina,Mexico,853210,16,0,295
2017,Argentina,Mexico,853221,16,0,39915
2018,Argentina,Mexico,853221,16,0,33636
2019,Argentina,Mexico,853221,16,0,28411
2020,Argentina,Mexico,853221,16,0,31626
2017,Argentina,Mexico,853222,16,736,79608
2018,Argentina,Mexico,853222,16,0,43068
2019,Argentina,Mexico,853222,16,0,55160
2020,Argentina,Mexico,853222,16,0,43940
2017,Argentina,Mexico,853223,16,0,14779
2018,Argentina,Mexico,853223,16,0,13310
2019,Argentina,Mexico,853223,16,0,17145
2020,Argentina,Mexico,853223,16,0,12613
2017,Argentina,Mexico,853224,16,0,76226
2018,Argentina,Mexico,853224,16,0,43982
2019,Argentina,Mexico,853224,16,0,93652
2020,Argentina,Mexico,853224,16,0,153701
2017,Argentina,Mexico,853225,16,894,27
2018,Argentina,Mexico,853225,16,0,6955
2019,Argentina,Mexico,853225,16,0,25226
2020,Argentina,Mexico,853225,16,0,220
2017,Argentina,Mexico,853229,16,0,6599
2018,Argentina,Mexico,853229,16,0,4650
2019,Argentina,Mexico,853229,16,0,8706
2020,Argentina,Mexico,853229,16,0,17281
2017,Argentina,Mexico,853230,16,56,12211
2018,Argentina,Mexico,853230,16,0,7714
2019,Argentina,Mexico,853230,16,0,613
2017,Argentina,Mexico,853290,16,0,2788
2018,Argentina,Mexico,853290,16,0,103
2019,Argentina,Mexico,853290,16,0,44
2017,Argentina,Mexico,853310,16,138,413
2018,Argentina,Mexico,853310,16,0,223
2020,Argentina,Mexico,853310,16,0,69
2017,Argentina,Mexico,853321,16,227,26943
2018,Argentina,Mexico,853321,16,0,62430
2019,Argentina,Mexico,853321,16,0,6124
2020,Argentina,Mexico,853321,16,0,10797
2017,Argentina,Mexico,853329,16,191,8631
2018,Argentina,Mexico,853329,16,0,3298
2019,Argentina,Mexico,853329,16,0,5199
2020,Argentina,Mexico,853329,16,0,10620
2017,Argentina,Mexico,853331,16,0,52337
2018,Argentina,Mexico,853331,16,0,31406
2019,Argentina,Mexico,853331,16,0,29608
2020,Argentina,Mexico,853331,16,0,32282
2017,Argentina,Mexico,853339,16,0,15978
2018,Argentina,Mexico,853339,16,0,11175
2019,Argentina,Mexico,853339,16,10605,3995
2020,Argentina,Mexico,853339,16,0,12617
2017,Argentina,Mexico,853340,16,759,65812
2018,Argentina,Mexico,853340,16,1129,87001
2019,Argentina,Mexico,853340,16,6450,68828
2020,Argentina,Mexico,853340,16,5599,76733
2017,Argentina,Mexico,853390,16,0,827
2018,Argentina,Mexico,853390,16,0,137
2019,Argentina,Mexico,853390,16,0,807
2017,Argentina,Mexico,853400,16,11792,726
2018,Argentina,Mexico,853400,16,0,163
2019,Argentina,Mexico,853400,16,0,206
2017,Argentina,Mexico,853510,16,131,188845
